,Players_1,BattingOrder_1,inning_bat_1,Bat_Bowler_1,Bat_Dismissal_1,Bat_Runs_1,4s_1,6s_1,Ball Faced_1,Dots_1,BattingTeam_1,inning_bowl_1,Over_1,Runs_1,Wicket_1,Maiden_1,extra_1,fowRuns_1,wicketNumber_1,fowOver_1,Gender,Date,Season,Toss_winner,Toss_decision,Player_of_match,Winner,Winner_runs,Winner_wickets,Method,Outcome
6365,S Sreesanth,11,2.0,-,not out,7.0,0.0,0.0,24.0,20.0,India,1.0,9.0,61.0,3.0,0.0,7.0,-,-,-,male,2007/10/02,2007/08,India,field,BJ Haddin,Australia,84.0,,,
6366,AC Gilchrist,1,1.0,IK Pathan,bowled,29.0,3.0,0.0,31.0,19.0,Australia,2.0,-,-,-,-,-,76.0,1.0,13.2,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6367,ML Hayden,2,1.0,IK Pathan,caught,60.0,10.0,0.0,69.0,48.0,Australia,2.0,-,-,-,-,-,112.0,2.0,20.3,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6368,RT Ponting,3,1.0,Yuvraj Singh,caught,25.0,3.0,0.0,43.0,29.0,Australia,2.0,-,-,-,-,-,135.0,3.0,28.2,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6369,MJ Clarke,4,1.0,Z Khan,caught,59.0,4.0,0.0,71.0,27.0,Australia,2.0,-,-,-,-,-,258.0,4.0,44.6,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6370,A Symonds,5,1.0,S Sreesanth,caught,89.0,5.0,5.0,65.0,24.0,Australia,2.0,-,-,-,-,-,290.0,6.0,49.5,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6371,BJ Hodge,6,1.0,Z Khan,bowled,3.0,0.0,0.0,7.0,4.0,Australia,2.0,2.0,18.0,0.0,0.0,0.0,263.0,5.0,46.4,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6372,JR Hopes,7,1.0,S Sreesanth,caught,11.0,0.0,0.0,11.0,2.0,Australia,2.0,10.0,43.0,1.0,0.0,1.0,290.0,7.0,49.6,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6373,B Lee,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,8.0,33.0,3.0,1.0,4.0,-,-,-,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6374,MG Johnson,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,10.0,48.0,2.0,0.0,4.0,-,-,-,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6375,SR Clark,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,8.4,44.0,1.0,1.0,2.0,-,-,-,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6376,GB Hogg,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,9.0,44.0,3.0,0.0,2.0,-,-,-,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6377,G Gambhir,1,2.0,B Lee,lbw,6.0,0.0,0.0,11.0,8.0,India,1.0,-,-,-,-,-,10.0,1.0,2.5,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6378,SR Tendulkar,2,2.0,GB Hogg,bowled,43.0,6.0,0.0,70.0,49.0,India,1.0,4.0,21.0,0.0,0.0,2.0,108.0,4.0,24.6,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6379,RV Uthappa,3,2.0,MG Johnson,lbw,0.0,0.0,0.0,3.0,3.0,India,1.0,-,-,-,-,-,11.0,2.0,3.5,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6380,R Dravid,4,2.0,B Lee,caught,0.0,0.0,0.0,4.0,4.0,India,1.0,-,-,-,-,-,13.0,3.0,4.6,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6381,Yuvraj Singh,5,2.0,MG Johnson,bowled,121.0,12.0,3.0,113.0,52.0,India,1.0,7.0,49.0,1.0,0.0,0.0,219.0,8.0,43.1,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6382,MS Dhoni,6,2.0,B Lee,caught,33.0,4.0,0.0,37.0,16.0,India,1.0,-,-,-,-,-,173.0,5.0,35.6,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6383,RG Sharma,7,2.0,JR Hopes,caught,1.0,0.0,0.0,4.0,3.0,India,1.0,-,-,-,-,-,176.0,6.0,36.6,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6384,IK Pathan,8,2.0,GB Hogg,lbw,3.0,0.0,0.0,4.0,1.0,India,1.0,10.0,56.0,2.0,0.0,3.0,183.0,7.0,38.3,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6385,Harbhajan Singh,9,2.0,-,not out,19.0,1.0,1.0,21.0,15.0,India,1.0,10.0,38.0,0.0,0.0,2.0,-,-,-,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6386,Z Khan,10,2.0,GB Hogg,caught and bowled,3.0,0.0,0.0,4.0,2.0,India,1.0,10.0,59.0,2.0,1.0,2.0,226.0,9.0,44.3,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6387,S Sreesanth,11,2.0,SR Clark,bowled,1.0,0.0,0.0,11.0,11.0,India,1.0,9.0,53.0,2.0,0.0,5.0,243.0,10.0,47.4,male,2007/10/05,2007/08,Australia,bat,A Symonds,Australia,47.0,,,
6388,SC Ganguly,1,1.0,JR Hopes,caught,41.0,6.0,0.0,59.0,46.0,India,2.0,1.0,7.0,0.0,0.0,0.0,91.0,1.0,19.6,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6389,SR Tendulkar,2,1.0,JR Hopes,run out,79.0,7.0,0.0,115.0,73.0,India,2.0,-,-,-,-,-,221.0,3.0,41.5,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6390,Yuvraj Singh,3,1.0,JR Hopes,caught,39.0,5.0,0.0,55.0,36.0,India,2.0,-,-,-,-,-,174.0,2.0,35.6,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6391,MS Dhoni,4,1.0,-,not out,50.0,5.0,1.0,34.0,8.0,India,2.0,-,-,-,-,-,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6392,R Dravid,5,1.0,NW Bracken,bowled,13.0,2.0,0.0,14.0,7.0,India,2.0,-,-,-,-,-,244.0,4.0,45.5,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6393,RV Uthappa,6,1.0,-,not out,30.0,6.0,0.0,16.0,6.0,India,2.0,-,-,-,-,-,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6394,Z Khan,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,9.0,66.0,0.0,0.0,4.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6395,RP Singh,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,10.0,57.0,3.0,1.0,9.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6396,IK Pathan,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,10.0,45.0,1.0,0.0,3.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6397,Harbhajan Singh,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,10.0,42.0,2.0,0.0,2.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6398,M Kartik,DNB,1.0,-,DNB,-,-,-,-,-,India,2.0,10.0,48.0,1.0,0.0,0.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6399,AC Gilchrist,1,2.0,RP Singh,caught,18.0,1.0,1.0,16.0,9.0,Australia,1.0,-,-,-,-,-,37.0,1.0,5.1,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6400,ML Hayden,2,2.0,M Kartik,caught,92.0,11.0,2.0,91.0,53.0,Australia,1.0,-,-,-,-,-,190.0,4.0,33.5,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6401,RT Ponting,3,2.0,IK Pathan,stumped,29.0,5.0,0.0,33.0,20.0,Australia,1.0,-,-,-,-,-,122.0,2.0,18.2,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6402,MJ Clarke,4,2.0,Harbhajan Singh,caught and bowled,6.0,1.0,0.0,14.0,13.0,Australia,1.0,-,-,-,-,-,132.0,3.0,21.4,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6403,A Symonds,5,2.0,RP Singh,bowled,75.0,3.0,1.0,83.0,34.0,Australia,1.0,7.0,31.0,0.0,0.0,8.0,268.0,6.0,46.5,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6404,BJ Hodge,6,2.0,Harbhajan Singh,stumped,17.0,1.0,0.0,28.0,19.0,Australia,1.0,-,-,-,-,-,246.0,5.0,43.3,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6405,JR Hopes,7,2.0,-,not out,23.0,1.0,0.0,20.0,4.0,Australia,1.0,9.0,42.0,3.0,0.0,5.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6406,GB Hogg,8,2.0,RP Singh,run out,0.0,0.0,0.0,1.0,1.0,Australia,1.0,9.0,40.0,0.0,0.0,8.0,268.0,7.0,46.6,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6407,B Lee,9,2.0,-,not out,5.0,0.0,0.0,9.0,4.0,Australia,1.0,7.0,19.0,0.0,1.0,8.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6408,NW Bracken,DNB,2.0,-,DNB,-,-,-,-,-,Australia,1.0,10.0,72.0,1.0,0.0,6.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6409,MG Johnson,DNB,2.0,-,DNB,-,-,-,-,-,Australia,1.0,8.0,48.0,0.0,0.0,4.0,-,-,-,male,2007/10/08,2007/08,India,bat,MS Dhoni,India,8.0,,,
6410,SC Ganguly,1,1.0,B Lee,run out,0.0,0.0,0.0,3.0,5.0,India,2.0,-,-,-,-,-,5.0,1.0,0.5,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6411,R Dravid,2,1.0,B Lee,lbw,0.0,0.0,0.0,1.0,1.0,India,2.0,-,-,-,-,-,5.0,2.0,0.6,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6412,Yuvraj Singh,3,1.0,MG Johnson,caught,1.0,0.0,0.0,7.0,7.0,India,2.0,-,-,-,-,-,12.0,3.0,3.6,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6413,SR Tendulkar,4,1.0,B Lee,caught,47.0,9.0,0.0,71.0,57.0,India,2.0,2.0,11.0,0.0,0.0,0.0,92.0,6.0,25.3,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6414,RV Uthappa,5,1.0,MG Johnson,lbw,5.0,1.0,0.0,6.0,4.0,India,2.0,-,-,-,-,-,33.0,4.0,7.1,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6415,MS Dhoni,6,1.0,MG Johnson,caught,4.0,1.0,0.0,7.0,7.0,India,2.0,-,-,-,-,-,43.0,5.0,9.3,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6416,IK Pathan,7,1.0,MG Johnson,caught,26.0,2.0,1.0,63.0,51.0,India,2.0,2.0,11.0,0.0,0.0,0.0,106.0,8.0,27.4,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6417,Harbhajan Singh,8,1.0,GB Hogg,caught,5.0,1.0,0.0,3.0,1.0,India,2.0,9.0,36.0,0.0,0.0,0.0,105.0,7.0,26.6,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6418,M Kartik,9,1.0,MG Johnson,caught,0.0,0.0,0.0,3.0,4.0,India,2.0,7.5,52.0,0.0,1.0,1.0,107.0,9.0,29.1,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6419,Z Khan,10,1.0,NW Bracken,caught,28.0,0.0,2.0,43.0,31.0,India,2.0,3.0,23.0,0.0,0.0,0.0,148.0,10.0,39.4,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6420,RP Singh,11,1.0,-,not out,12.0,1.0,0.0,27.0,18.0,India,2.0,2.0,14.0,1.0,0.0,1.0,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6421,AC Gilchrist,1,2.0,-,not out,79.0,7.0,4.0,77.0,43.0,Australia,1.0,-,-,-,-,-,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6422,ML Hayden,2,2.0,RP Singh,bowled,29.0,4.0,0.0,39.0,24.0,Australia,1.0,-,-,-,-,-,54.0,1.0,12.6,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6423,RT Ponting,3,2.0,-,not out,39.0,5.0,0.0,38.0,18.0,Australia,1.0,-,-,-,-,-,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6424,B Lee,DNB,2.0,-,DNB,-,-,-,-,-,Australia,1.0,9.0,37.0,3.0,0.0,10.0,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6425,MG Johnson,DNB,2.0,-,DNB,-,-,-,-,-,Australia,1.0,10.0,23.0,5.0,0.0,8.0,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6426,GB Hogg,DNB,2.0,-,DNB,-,-,-,-,-,Australia,1.0,9.0,28.0,1.0,1.0,0.0,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6427,JR Hopes,DNB,2.0,-,DNB,-,-,-,-,-,Australia,1.0,3.0,13.0,0.0,0.0,0.0,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6428,NW Bracken,DNB,2.0,-,DNB,-,-,-,-,-,Australia,1.0,8.4,27.0,1.0,0.0,2.0,-,-,-,male,2007/10/11,2007/08,India,bat,MG Johnson,Australia,,9.0,,
6429,AC Gilchrist,1,1.0,IK Pathan,caught,51.0,8.0,0.0,47.0,25.0,Australia,2.0,-,-,-,-,-,102.0,3.0,15.5,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6430,MJ Clarke,2,1.0,Z Khan,caught,0.0,0.0,0.0,1.0,1.0,Australia,2.0,2.0,26.0,0.0,0.0,1.0,2.0,1.0,0.4,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6431,RT Ponting,3,1.0,Harbhajan Singh,caught,49.0,7.0,1.0,44.0,25.0,Australia,2.0,-,-,-,-,-,98.0,2.0,14.4,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6432,BJ Hodge,4,1.0,M Kartik,caught,20.0,4.0,0.0,28.0,20.0,Australia,2.0,-,-,-,-,-,129.0,4.0,21.5,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6433,A Symonds,5,1.0,-,not out,107.0,9.0,4.0,85.0,37.0,Australia,2.0,10.0,37.0,0.0,0.0,2.0,-,-,-,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6434,BJ Haddin,6,1.0,S Sreesanth,caught,25.0,0.0,1.0,52.0,38.0,Australia,2.0,-,-,-,-,-,204.0,5.0,37.6,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6435,JR Hopes,7,1.0,Z Khan,caught,39.0,5.0,0.0,30.0,8.0,Australia,2.0,4.0,29.0,1.0,0.0,1.0,294.0,6.0,47.4,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6436,B Lee,8,1.0,Z Khan,run out,17.0,1.0,1.0,9.0,3.0,Australia,2.0,7.0,48.0,0.0,0.0,2.0,315.0,7.0,49.5,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6437,MG Johnson,9,1.0,Z Khan,run out,1.0,0.0,0.0,1.0,0.0,Australia,2.0,9.0,37.0,2.0,1.0,9.0,317.0,8.0,49.7,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6438,NW Bracken,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,8.0,54.0,0.0,0.0,1.0,-,-,-,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6439,GB Hogg,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,10.0,48.0,4.0,0.0,4.0,-,-,-,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6440,SC Ganguly,1,2.0,GB Hogg,caught,86.0,7.0,2.0,105.0,63.0,India,1.0,-,-,-,-,-,203.0,3.0,36.1,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6441,SR Tendulkar,2,2.0,JR Hopes,stumped,72.0,9.0,1.0,72.0,39.0,India,1.0,5.0,20.0,0.0,0.0,2.0,140.0,1.0,24.6,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6442,IK Pathan,3,2.0,GB Hogg,caught,29.0,3.0,2.0,29.0,19.0,India,1.0,9.0,60.0,1.0,0.0,0.0,189.0,2.0,32.6,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6443,R Dravid,4,2.0,GB Hogg,caught,7.0,0.0,0.0,13.0,7.0,India,1.0,-,-,-,-,-,218.0,5.0,40.3,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6444,Yuvraj Singh,5,2.0,GB Hogg,lbw,6.0,1.0,0.0,10.0,9.0,India,1.0,1.0,15.0,0.0,0.0,0.0,213.0,4.0,38.3,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6445,MS Dhoni,6,2.0,MG Johnson,caught,26.0,2.0,1.0,27.0,14.0,India,1.0,-,-,-,-,-,290.0,7.0,48.4,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6446,RV Uthappa,7,2.0,MG Johnson,caught,44.0,5.0,2.0,27.0,10.0,India,1.0,-,-,-,-,-,290.0,6.0,48.1,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6447,Harbhajan Singh,8,2.0,-,not out,6.0,1.0,0.0,5.0,2.0,India,1.0,8.0,56.0,1.0,0.0,0.0,-,-,-,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6448,Z Khan,9,2.0,-,not out,3.0,0.0,0.0,3.0,0.0,India,1.0,10.0,60.0,4.0,0.0,2.0,-,-,-,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6449,S Sreesanth,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,8.0,63.0,1.0,0.0,1.0,-,-,-,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6450,M Kartik,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,9.0,35.0,1.0,1.0,3.0,-,-,-,male,2007/10/14,2007/08,Australia,bat,A Symonds,Australia,18.0,,,
6451,MJ Clarke,1,1.0,Z Khan,lbw,0.0,0.0,0.0,1.0,1.0,Australia,2.0,3.0,13.0,1.0,0.0,3.0,0.0,1.0,0.1,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6452,RT Ponting,2,1.0,RP Singh,caught,57.0,9.0,0.0,76.0,64.0,Australia,2.0,-,-,-,-,-,129.0,5.0,26.1,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6453,AC Gilchrist,3,1.0,IK Pathan,caught,19.0,4.0,0.0,25.0,20.0,Australia,2.0,-,-,-,-,-,60.0,2.0,9.2,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6454,BJ Hodge,4,1.0,M Kartik,caught,16.0,2.0,0.0,29.0,23.0,Australia,2.0,-,-,-,-,-,117.0,3.0,19.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6455,A Symonds,5,1.0,M Kartik,caught,0.0,0.0,0.0,1.0,1.0,Australia,2.0,-,-,-,-,-,117.0,4.0,19.6,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6456,BJ Haddin,6,1.0,M Kartik,lbw,19.0,3.0,0.0,37.0,31.0,Australia,2.0,-,-,-,-,-,162.0,6.0,31.1,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6457,JR Hopes,7,1.0,M Kartik,bowled,22.0,3.0,0.0,23.0,13.0,Australia,2.0,5.0,12.0,1.0,0.0,2.0,177.0,9.0,35.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6458,GB Hogg,8,1.0,M Kartik,caught,0.0,0.0,0.0,3.0,3.0,Australia,2.0,8.0,33.0,0.0,0.0,8.0,162.0,7.0,31.4,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6459,B Lee,9,1.0,M Kartik,caught,0.0,0.0,0.0,1.0,1.0,Australia,2.0,10.0,34.0,1.0,1.0,7.0,162.0,8.0,31.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6460,MG Johnson,10,1.0,-,not out,24.0,2.0,1.0,31.0,19.0,Australia,2.0,10.0,37.0,3.0,0.0,16.0,-,-,-,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6461,NW Bracken,11,1.0,RP Singh,caught,3.0,0.0,0.0,18.0,15.0,Australia,2.0,10.0,30.0,2.0,3.0,0.0,193.0,10.0,41.3,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6462,SC Ganguly,1,2.0,MG Johnson,caught,0.0,0.0,0.0,7.0,9.0,India,1.0,2.0,13.0,0.0,0.0,11.0,3.0,1.0,1.4,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6463,SR Tendulkar,2,2.0,B Lee,bowled,21.0,4.0,0.0,35.0,28.0,India,1.0,-,-,-,-,-,38.0,3.0,10.2,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6464,KD Karthik,3,2.0,MG Johnson,caught,0.0,0.0,0.0,6.0,10.0,India,1.0,-,-,-,-,-,8.0,2.0,3.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6465,Yuvraj Singh,4,2.0,NW Bracken,caught,15.0,2.0,0.0,26.0,19.0,India,1.0,-,-,-,-,-,49.0,4.0,13.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6466,RV Uthappa,5,2.0,MJ Clarke,lbw,47.0,4.0,2.0,57.0,39.0,India,1.0,-,-,-,-,-,129.0,7.0,31.3,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6467,MS Dhoni,6,2.0,NW Bracken,caught,5.0,1.0,0.0,11.0,10.0,India,1.0,-,-,-,-,-,63.0,5.0,17.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6468,IK Pathan,7,2.0,JR Hopes,caught,0.0,0.0,0.0,5.0,5.0,India,1.0,5.0,23.0,1.0,0.0,1.0,64.0,6.0,18.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6469,Harbhajan Singh,8,2.0,MG Johnson,caught,19.0,1.0,0.0,48.0,39.0,India,1.0,7.0,30.0,0.0,0.0,1.0,143.0,8.0,35.5,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6470,Z Khan,9,2.0,-,not out,31.0,3.0,1.0,42.0,28.0,India,1.0,9.0,17.0,1.0,1.0,10.0,-,-,-,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6471,M Kartik,10,2.0,-,not out,21.0,3.0,0.0,31.0,24.0,India,1.0,10.0,27.0,6.0,3.0,1.0,-,-,-,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6472,RP Singh,DNB,2.0,-,DNB,-,-,-,-,-,India,1.0,8.3,50.0,2.0,1.0,9.0,-,-,-,male,2007/10/17,2007/08,Australia,bat,M Kartik,India,,2.0,,
6473,AC Gilchrist,1,1.0,RP Singh,bowled,12.0,3.0,0.0,5.0,2.0,Australia,2.0,-,-,-,-,-,12.0,1.0,0.5,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6474,RT Ponting,2,1.0,IK Pathan,bowled,76.0,13.0,0.0,52.0,18.0,Australia,2.0,-,-,-,-,-,158.0,5.0,18.6,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6475,ML Hayden,3,1.0,Harbhajan Singh,bowled,17.0,1.0,2.0,19.0,16.0,Australia,2.0,-,-,-,-,-,60.0,2.0,6.6,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6476,A Symonds,4,1.0,Harbhajan Singh,run out,20.0,1.0,0.0,17.0,4.0,Australia,2.0,3.0,26.0,0.0,0.0,0.0,110.0,3.0,13.1,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6477,BJ Hodge,5,1.0,IK Pathan,bowled,2.0,0.0,0.0,6.0,4.0,Australia,2.0,-,-,-,-,-,116.0,4.0,14.6,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6478,MJ Clarke,6,1.0,-,not out,25.0,2.0,0.0,15.0,1.0,Australia,2.0,2.0,13.0,1.0,0.0,1.0,-,-,-,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6479,BJ Haddin,7,1.0,-,not out,5.0,0.0,0.0,4.0,2.0,Australia,2.0,-,-,-,-,-,-,-,-,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6480,B Lee,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,3.1,33.0,1.0,0.0,3.0,-,-,-,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6481,NW Bracken,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,2.0,18.0,0.0,0.0,5.0,-,-,-,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6482,BW Hilfenhaus,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,4.0,26.0,1.0,0.0,5.0,-,-,-,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6483,SR Clark,DNB,1.0,-,DNB,-,-,-,-,-,Australia,2.0,4.0,27.0,0.0,0.0,10.0,-,-,-,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6484,G Gambhir,1,2.0,BW Hilfenhaus,caught,63.0,6.0,1.0,48.0,27.0,India,1.0,-,-,-,-,-,143.0,3.0,15.4,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6485,V Sehwag,2,2.0,B Lee,caught,5.0,1.0,0.0,4.0,2.0,India,1.0,-,-,-,-,-,20.0,1.0,2.2,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
6486,RV Uthappa,3,2.0,MJ Clarke,caught,35.0,6.0,0.0,24.0,9.0,India,1.0,-,-,-,-,-,102.0,2.0,10.3,male,2007/10/20,2007/08,Australia,bat,G Gambhir,India,,7.0,,
